Date,Open,High,Low,Close,Adj Close,Volume,balance
2019-04-25,185.240005,188.130005,183.955002,187.880005,187.880005,10328900,33569.22199270446
2019-04-26,187.880005,188.740005,185.509995,187.08999599999999,187.08999599999999,9421100,58759.974852621446
2019-04-29,187.419998,188.0,185.759995,186.940002,186.940002,8660600,47793.05203600033
2019-04-30,186.300003,188.25,183.820007,185.570007,185.570007,15076500,70872.50216160773
2019-05-01,186.75,193.195007,185.880005,189.309998,189.309998,17397500,34383.37654811716
2019-05-02,189.419998,192.699997,186.649994,190.389999,190.389999,11468100,82628.21311747326
2019-05-03,191.880005,195.720001,191.880005,195.21000700000002,195.21000700000002,14521100,17889.17401465658
2019-05-06,185.169998,189.0,184.830002,188.240005,188.240005,23941200,21754.434572705504
2019-05-07,186.050003,186.449997,179.630005,181.429993,181.429993,22663200,50690.50104496224
2019-05-08,180.949997,183.199997,178.580002,179.58999599999999,179.58999599999999,16611100,65590.61340014449
2019-05-09,175.429993,180.695007,173.070007,179.03999299999998,179.03999299999998,22727800,15900.921845617144
2019-05-10,180.179993,180.78999299999998,174.100006,178.0,178.0,18987000,84056.77141472315
2019-05-13,169.78999299999998,172.470001,168.779999,170.009995,170.009995,22330700,51611.82185108677
2019-05-14,172.75,175.149994,171.479996,174.83999599999999,174.83999599999999,17874100,44429.938379926854
2019-05-15,177.059998,180.240005,173.320999,177.600006,177.600006,37610400,25439.272128441327
2019-05-16,178.179993,178.25,174.75,175.570007,175.570007,20579200,26092.339542488422
2019-05-17,171.690002,172.28999299999998,168.490005,169.570007,169.570007,22539400,40758.49184498778
2019-05-20,164.440002,164.570007,160.020004,160.649994,160.649994,33413800,17035.587803555783
2019-05-21,163.16000400000001,165.58999599999999,162.520004,163.429993,163.429993,22006100,45253.460732646396
2019-05-22,162.41000400000001,162.820007,158.070007,158.830002,158.830002,25831200,88499.8169504898
2019-05-23,155.449997,158.479996,154.41000400000001,156.0,156.0,26891900,63977.79260220472
2019-05-24,157.615005,158.429993,154.899994,155.0,155.0,21489700,40509.72899255716
2019-05-28,156.399994,157.070007,153.220001,154.809998,154.809998,38603000,61276.80162181771
2019-05-29,153.580002,154.384995,150.71000700000002,152.479996,152.479996,30073100,16268.14263158361
2019-05-30,152.360001,153.369995,150.25,151.070007,151.070007,17344700,88938.54391164138
2019-05-31,149.630005,150.679993,147.949997,149.259995,149.259995,26881200,92351.18719850591
2019-06-03,149.600006,151.770004,148.845001,149.91000400000001,149.91000400000001,25254400,84615.90549903596
2019-06-04,151.559998,155.199997,150.639999,154.149994,154.149994,27417200,89901.07523488991
2019-06-05,155.169998,156.110001,149.309998,151.649994,151.649994,23208600,74803.94863401046
2019-06-06,152.0,152.699997,150.570007,151.5,151.5,15763000,86671.87256553501
2019-06-07,152.949997,155.690002,152.21400500000001,154.229996,154.229996,17817800,15406.236341815393
2019-06-10,158.779999,161.979996,157.399994,159.850006,159.850006,36473300,20793.69882431251
2019-06-11,164.199997,165.679993,161.925003,162.649994,162.649994,23408400,99174.0740948819
2019-06-12,160.470001,161.699997,158.809998,160.03999299999998,160.03999299999998,16329300,35095.16492877303
2019-06-13,160.550003,161.320007,159.800003,160.330002,160.330002,17571400,54564.43274325854
2019-06-14,158.369995,158.71000700000002,157.229996,158.100006,158.100006,14981600,70446.88300753658
2019-06-17,157.529999,160.550003,157.419998,159.91000400000001,159.91000400000001,16079800,48364.646790315885
2019-06-18,162.889999,169.110001,161.949997,165.509995,165.509995,35754800,89854.8730310159
2019-06-19,167.770004,167.899994,163.419998,165.46000700000002,165.46000700000002,20798100,47071.80433434488
2019-06-20,170.190002,170.479996,166.274994,168.25,168.25,24004700,37075.19500115147
2019-06-21,167.479996,169.470993,166.770004,167.550003,167.550003,17415800,48499.430070978415
2019-06-24,168.399994,168.880005,165.779999,168.100006,168.100006,18422600,85964.29980288546
2019-06-25,167.03999299999998,167.33999599999999,164.619995,165.800003,165.800003,20439200,94335.31127662571
2019-06-26,168.279999,171.240005,168.149994,168.990005,168.990005,22416400,55517.10374646357
2019-06-27,170.619995,171.979996,169.380005,170.899994,170.899994,18349400,15438.60927283148
2019-06-28,170.199997,170.889999,167.96000700000002,169.449997,169.449997,19974300,82538.07020192247
2019-07-01,175.865005,177.949997,174.360001,175.050003,175.050003,25846800,52328.71018776159
2019-07-02,175.130005,175.550003,174.25,175.449997,175.449997,14155200,40245.09701327635
2019-07-03,175.690002,175.850006,173.850006,174.669998,174.669998,8532600,61204.35166102338
2019-07-05,173.75,173.820007,172.820007,173.300003,173.300003,12618600,86758.21323105459
2019-07-08,170.08999599999999,170.279999,168.350006,168.449997,168.449997,16531000,39274.939977725
2019-07-09,167.08500700000002,168.979996,166.5,168.800003,168.800003,15782800,51323.43518932264
2019-07-10,171.240005,171.369995,166.860001,166.929993,166.929993,16675600,68633.1805723898
2019-07-11,167.559998,168.423996,165.0,166.550003,166.550003,14796400,59044.12462797638
2019-07-12,168.0,170.199997,167.649994,169.070007,169.070007,18103600,23420.623592999866
2019-07-15,171.5,173.75,170.419998,173.5,173.5,22199000,69126.7112838811
2019-07-16,174.199997,175.520004,173.46000700000002,174.190002,174.190002,19039700,21290.75380631227
2019-07-17,172.75,176.220001,172.490005,174.820007,174.820007,15031600,72021.38802812685
2019-07-18,173.41000400000001,174.399994,172.059998,172.800003,172.800003,15603800,58013.84329300423
2019-07-19,174.869995,175.149994,172.990005,172.990005,172.990005,13647200,26220.494696658174
2019-07-22,173.5,174.279999,171.436996,174.0,174.0,18490900,18948.748394505106
2019-07-23,175.389999,178.639999,174.845001,178.08999599999999,178.08999599999999,20881500,64625.40967353234
2019-07-24,178.0,178.96000700000002,176.938004,178.669998,178.669998,14933100,90398.64347522325
2019-07-25,178.490005,179.149994,175.369003,177.28999299999998,177.28999299999998,14049000,21027.43362145772
2019-07-26,178.25,179.399994,176.880005,178.740005,178.740005,15281000,31747.976179439007
2019-07-29,178.429993,179.880005,175.350006,177.020004,177.020004,15130300,87764.54489202614
2019-07-30,174.25,175.71000700000002,172.889999,174.100006,174.100006,14300600,11771.295927111487
2019-07-31,173.71000700000002,174.889999,170.08999599999999,173.110001,173.110001,14628900,29061.506231679647
2019-08-01,174.53999299999998,175.71499599999999,162.100006,165.649994,165.649994,32728200,60271.6132648516
2019-08-02,162.559998,163.850006,160.350006,161.0,161.0,27104700,57153.067936586296
2019-08-05,155.029999,157.229996,151.850006,153.669998,153.669998,28912600,42335.69673302557
2019-08-06,158.479996,158.729996,156.110001,157.429993,157.429993,24996300,99184.37914586581
2019-08-07,155.729996,159.479996,155.300003,159.169998,159.169998,17917400,90980.69098131591
2019-08-08,161.71000700000002,162.300003,159.119995,162.220001,162.220001,19267700,34818.25126263527
2019-08-09,160.979996,161.990005,159.110001,159.119995,159.119995,11894300,30870.10673076661
2019-08-12,157.5,159.380005,155.53999299999998,159.309998,159.309998,14424400,46904.44945333315
2019-08-13,160.639999,167.360001,159.570007,164.029999,164.029999,22842900,41779.656018922586
2019-08-14,161.33999599999999,163.0,159.21000700000002,162.059998,162.059998,20803700,84245.9337483066
2019-08-15,170.110001,171.0,164.360001,166.970001,166.970001,36343500,59184.401419000525
2019-08-16,170.0,177.550003,168.570007,174.600006,174.600006,25952500,96845.56853484649
2019-08-19,177.429993,178.800003,175.58999599999999,178.279999,178.279999,16012800,36085.59424915856
2019-08-20,175.91000400000001,177.990005,175.619995,177.21000700000002,177.21000700000002,10338100,97893.24909640098
2019-08-21,177.220001,178.5,174.889999,175.240005,175.240005,10615700,12919.746384651622
2019-08-22,174.100006,174.979996,170.5,171.91000400000001,171.91000400000001,11568900,70646.9526234131
2019-08-23,169.690002,171.490005,163.830994,164.53999299999998,164.53999299999998,20871500,37948.10041431986
2019-08-26,166.490005,167.449997,165.529999,165.899994,165.899994,8640500,75683.81107437077
2019-08-27,167.199997,168.190002,165.190002,166.199997,166.199997,12777600,17991.1553358219
2019-08-28,164.639999,168.0,164.199997,167.479996,167.479996,9507400,78858.08062328707
2019-08-29,171.0,173.96000700000002,170.949997,172.809998,172.809998,11565400,77424.86604664644
2019-08-30,174.350006,175.25,172.66000400000001,175.029999,175.029999,10293400,56864.18479388382
2019-09-03,173.0,174.720001,172.149994,172.41000400000001,172.41000400000001,8499300,11375.219583394812
2019-09-04,176.259995,176.550003,173.990005,174.330002,174.330002,7208900,98397.11677462423
2019-09-05,176.880005,178.949997,176.520004,178.940002,178.940002,11154300,45653.784447352
2019-09-06,179.009995,179.220001,176.21000700000002,176.690002,176.690002,8304000,13441.412007256673
2019-09-09,177.880005,177.990005,175.860001,177.779999,177.779999,6931700,75160.62312744229
2019-09-10,176.279999,176.300003,172.220001,174.990005,174.990005,9835000,77465.10668138751
2019-09-11,176.0,176.66000400000001,174.149994,176.08999599999999,176.08999599999999,7039300,41241.2701537558
2019-09-12,177.889999,180.5,177.0,178.240005,178.240005,12509400,79225.95339726922
2019-09-13,179.740005,180.179993,178.610001,179.169998,179.169998,9479700,15588.911876979484
2019-09-16,177.75,179.169998,175.369995,177.070007,177.070007,10725100,67116.80135845207
2019-09-17,176.850006,179.119995,176.050003,179.0,179.0,7481000,62661.20687877154
2019-09-18,179.149994,180.169998,177.580002,180.0,180.0,9233300,57216.20978753589
2019-09-19,180.899994,184.130005,180.429993,180.46000700000002,180.46000700000002,15119800,81543.75348444984
2019-09-20,182.309998,183.820007,178.83999599999999,182.509995,182.509995,24517800,51327.73651805706
2019-09-23,181.25,181.330002,176.800003,176.979996,176.979996,14047400,69314.22147678601
2019-09-24,179.169998,179.490005,171.300003,171.550003,171.550003,14324600,94545.63926814831
2019-09-25,172.300003,176.990005,171.720001,176.66000400000001,176.66000400000001,11766400,91465.9550417297
2019-09-26,177.0,178.229996,174.830002,175.0,175.0,9982400,80271.56164939064
2019-09-27,176.0,176.5,163.149994,165.979996,165.979996,33287500,48658.68683051707
2019-09-30,169.886993,170.199997,166.449997,167.229996,167.229996,14866800,75140.81937234574
2019-10-01,168.009995,168.229996,163.639999,165.149994,165.149994,14155500,83030.78510621192
2019-10-02,162.820007,166.880005,161.899994,165.770004,165.770004,11526500,90518.6417927246
2019-10-03,166.649994,170.179993,165.0,169.479996,169.479996,10305000,54243.12396860454
2019-10-04,169.600006,170.699997,167.559998,170.33999599999999,170.33999599999999,8715200,34689.51497826094
2019-10-07,168.830002,172.300003,167.21000700000002,168.320007,168.320007,11993000,50754.62117537212
2019-10-08,164.300003,165.220001,161.679993,161.929993,161.929993,15833100,56045.49383237213
2019-10-09,165.5,166.580002,163.419998,165.190002,165.190002,10943100,76613.3918125758
2019-10-10,165.96000700000002,168.570007,164.08999599999999,166.070007,166.070007,11462400,19786.26993442784
2019-10-11,170.770004,174.880005,169.570007,172.940002,172.940002,19247400,20878.98449946668
2019-10-14,172.83999599999999,173.33999599999999,170.78999299999998,171.16000400000001,171.16000400000001,7667600,72716.87437698059
2019-10-15,172.91000400000001,176.75,172.690002,175.28999299999998,175.28999299999998,13753000,37219.414970814236
2019-10-16,175.800003,177.350006,174.119995,177.119995,177.119995,10858700,81324.64515560633
2019-10-17,178.0,178.58999599999999,175.229996,176.850006,176.850006,8020600,67360.01719624872
2019-10-18,176.0,176.229996,169.0,169.130005,169.130005,14575700,48847.742175124025
2019-10-21,172.639999,173.91000400000001,170.869995,173.520004,173.520004,8970800,16317.012821486529
2019-10-22,174.529999,175.360001,169.259995,169.889999,169.889999,10867100,50010.581346019586
2019-10-23,170.449997,171.03999299999998,168.119995,169.919998,169.919998,8853700,58464.7445938463
2019-10-24,171.279999,172.75,170.21000700000002,172.550003,172.550003,7397700,80396.04661586281
2019-10-25,171.559998,175.809998,170.880005,174.309998,174.309998,9891800,22916.36060599394
2019-10-28,176.5,179.639999,176.41000400000001,178.679993,178.679993,11739600,75160.06208137123
2019-10-29,177.059998,177.740005,175.440002,176.889999,176.889999,8026400,81973.59569734972
2019-10-30,175.419998,177.880005,173.936005,177.529999,177.529999,10213200,92727.25522150476
2019-10-31,179.16000400000001,179.240005,175.5,176.669998,176.669998,15119000,30173.51044882628
2019-11-01,179.009995,182.119995,176.059998,176.46000700000002,176.46000700000002,28924100,19136.03231444652
2019-11-04,180.66000400000001,182.399994,178.020004,179.690002,179.690002,44541200,81360.11199682209
2019-11-05,181.419998,183.199997,180.309998,182.0,182.0,23690200,21608.63684137487
2019-11-06,183.610001,185.0,182.199997,184.16000400000001,184.16000400000001,14834900,97588.12872605205
2019-11-07,187.070007,188.070007,184.690002,186.66000400000001,186.66000400000001,20162600,36624.74638272974
2019-11-08,187.901993,188.279999,185.149994,187.16000400000001,187.16000400000001,19718100,40671.26168752856
2019-11-11,184.820007,187.199997,181.369995,186.71000700000002,186.71000700000002,20561500,87922.1206206804
2019-11-12,185.91000400000001,187.649994,185.139999,186.970001,186.970001,11797600,81563.8660008032
2019-11-13,185.470001,185.673996,181.0,182.479996,182.479996,14977700,64300.95859748887
2019-11-14,182.869995,184.5,181.320999,182.800003,182.800003,12712800,36479.32614290428
2019-11-15,184.0,185.600006,183.71000700000002,185.490005,185.490005,11296400,62520.20181526483
2019-11-18,186.979996,186.979996,184.16000400000001,184.610001,184.610001,11822900,69096.94785429101
2019-11-19,186.309998,186.71000700000002,183.869995,185.25,185.25,13407200,35614.79557960332
2019-11-20,183.669998,183.699997,181.059998,182.350006,182.350006,16684600,25554.17467946993
2019-11-21,181.770004,184.889999,181.600006,184.860001,184.860001,10243100,52903.298968600335
2019-11-22,185.800003,186.779999,183.934998,186.779999,186.779999,10531800,21250.5829627303
