Date,Open,High,Low,Close,Adj Close,Volume,balance
2018-11-26,153.21000700000002,156.529999,152.369995,156.009995,156.009995,16152700,44661.210919363395
2018-11-27,154.639999,157.940002,153.580002,156.46000700000002,156.46000700000002,17911800,78300.00055773933
2018-11-28,159.009995,159.800003,155.259995,159.33999599999999,159.33999599999999,20767100,97531.73099793967
2018-11-29,158.080002,159.0,153.53999299999998,156.279999,156.279999,20532200,82090.45174113452
2018-11-30,157.899994,160.860001,156.720001,160.860001,160.860001,35071200,88637.41208672783
2018-12-03,168.639999,168.800003,163.509995,163.740005,163.740005,31174000,21663.87880563834
2018-12-04,164.880005,164.979996,156.46000700000002,158.33999599999999,158.33999599999999,22198600,19640.08120231075
2018-12-06,153.0,155.869995,150.509995,155.830002,155.830002,25335500,93449.67459004282
2018-12-07,155.399994,158.050003,151.729996,153.059998,153.059998,17447900,90946.21073546866
2018-12-10,150.389999,152.809998,147.479996,151.429993,151.429993,15525500,70579.94873017026
2018-12-11,155.259995,156.240005,150.899994,151.830002,151.830002,13651900,86510.06604664044
2018-12-12,155.240005,156.169998,151.429993,151.5,151.5,16619200,56070.894973502815
2018-12-13,153.050003,153.46000700000002,150.520004,151.479996,151.479996,12255800,59901.250469786966
2018-12-14,147.71000700000002,150.699997,145.720001,149.0,149.0,15560700,45861.363080701936
2018-12-17,146.5,147.940002,142.240005,143.979996,143.979996,15788100,80131.39472131076
2018-12-18,144.279999,144.75,140.110001,140.820007,140.820007,17846600,43253.85493534567
2018-12-19,141.03999299999998,141.324997,135.729996,137.139999,137.139999,27657800,25704.05492022314
2018-12-20,135.830002,137.755005,132.91000400000001,135.110001,135.110001,24103800,93604.20691029895
2018-12-21,137.080002,137.190002,130.229996,132.0,132.0,28790600,99836.50164460453
2018-12-24,130.0,134.570007,129.770004,131.889999,131.889999,11240700,64766.864732387745
2018-12-26,132.869995,138.020004,130.179993,138.0,138.0,14862400,52525.89250994649
2018-12-27,135.050003,138.449997,133.889999,138.449997,138.449997,11457400,53741.617509710144
2018-12-28,139.199997,140.979996,136.78999299999998,139.08999599999999,139.08999599999999,11955300,18911.010767051925
2018-12-31,141.830002,142.020004,136.03999299999998,137.070007,137.070007,11186400,53111.04331987073
2019-01-02,134.130005,137.74899299999998,133.029999,136.699997,136.699997,16708400,25722.58966853672
2019-01-03,134.270004,134.869995,129.830002,130.600006,130.600006,19531300,16863.086484569903
2019-01-04,134.259995,141.080002,133.66000400000001,139.75,139.75,22845400,65531.79461161758
2019-01-07,140.550003,144.080002,139.009995,143.100006,143.100006,17239000,10317.499586423499
2019-01-08,145.0,147.550003,142.059998,146.78999299999998,146.78999299999998,16487600,29317.913735359758
2019-01-09,149.889999,153.350006,148.5,151.919998,151.919998,20214100,61729.58585981402
2019-01-10,149.809998,152.029999,148.880005,151.690002,151.690002,14221100,51395.94631424515
2019-01-11,151.830002,153.380005,150.139999,151.320007,151.320007,9589400,25932.286684721228
2019-01-14,148.5,150.570007,146.53999299999998,149.270004,149.270004,13356700,20176.312773934653
2019-01-15,150.679993,154.169998,149.96400500000001,150.880005,150.880005,15003100,39182.28086878459
2019-01-16,152.809998,155.389999,151.5,154.83999599999999,154.83999599999999,14810800,90856.72548041074
2019-01-17,152.110001,158.550003,151.899994,155.970001,155.970001,16153200,96551.49352928087
2019-01-18,158.449997,159.490005,154.729996,157.020004,157.020004,19611400,88140.33442677345
2019-01-22,154.399994,155.440002,150.207001,152.149994,152.149994,21295000,59283.63412707326
2019-01-23,154.649994,155.179993,150.949997,152.029999,152.029999,10195800,54264.088436110076
2019-01-24,151.470001,156.0,151.21000700000002,155.860001,155.860001,10997900,50059.52998124857
2019-01-25,158.91000400000001,160.5,157.429993,159.21000700000002,159.21000700000002,16451800,52923.794296183565
2019-01-28,157.800003,159.690002,155.300003,158.919998,158.919998,10141100,36455.897275485375
2019-01-29,159.03999299999998,160.375,155.919998,156.880005,156.880005,18348200,19361.12397971718
2019-01-30,161.28999299999998,167.83999599999999,160.5,166.820007,166.820007,36997700,41978.277009944584
2019-01-31,167.800003,169.729996,165.699997,168.490005,168.490005,21219500,35618.51905223765
2019-02-01,168.0,169.399994,167.630005,167.970001,167.970001,10771500,45858.14387965678
2019-02-04,166.320007,167.550003,165.610001,166.699997,166.699997,7380400,74102.09271929867
2019-02-05,168.550003,171.949997,168.0,171.830002,171.830002,12801800,42691.89191140125
2019-02-06,171.860001,173.08999599999999,169.990005,171.520004,171.520004,11267800,57542.551564491405
2019-02-07,169.16000400000001,169.610001,164.335999,166.96000700000002,166.96000700000002,11911100,41858.14657096274
2019-02-08,163.830002,167.649994,163.75,167.360001,167.360001,8331500,49945.46877412892
2019-02-11,168.850006,170.330002,167.449997,167.449997,167.449997,7260300,90845.94082686058
2019-02-12,169.600006,170.490005,168.610001,168.71000700000002,168.71000700000002,8594400,54329.90971468961
2019-02-13,169.91000400000001,171.050003,168.990005,169.399994,169.399994,8661800,74849.32497282216
2019-02-14,167.639999,168.5,166.610001,168.380005,168.380005,8722100,57486.99251722384
2019-02-15,168.610001,168.770004,165.41000400000001,166.149994,166.149994,12099500,59719.000141123535
2019-02-19,166.979996,171.149994,166.5,170.179993,170.179993,12982300,40323.93285919158
2019-02-20,171.0,172.679993,170.610001,170.71000700000002,170.71000700000002,12454900,76121.62418401054
2019-02-21,171.0,171.779999,169.800003,171.66000400000001,171.66000400000001,8434800,97154.64806770546
2019-02-22,172.800003,177.020004,172.520004,176.919998,176.919998,16175600,51255.262705089095
2019-02-25,181.259995,183.720001,180.729996,183.25,183.25,22831800,23773.779025457694
2019-02-26,179.78999299999998,184.350006,179.369995,183.53999299999998,183.53999299999998,13871000,23963.624244532664
2019-02-27,181.720001,184.929993,180.880005,184.580002,184.580002,16741600,41660.61838113368
2019-02-28,183.009995,184.300003,181.470001,183.029999,183.029999,12370400,43698.956933602465
2019-03-01,185.08999599999999,186.899994,183.380005,183.880005,183.880005,14348500,88071.37024607015
2019-03-04,186.0,187.33999599999999,184.46000700000002,187.25,187.25,14761700,51500.805117610216
2019-03-05,186.940002,188.080002,185.0,185.0,185.0,11513200,80793.64323695026
2019-03-06,184.380005,185.58999599999999,183.020004,184.169998,184.169998,10009100,92564.98346982893
2019-03-07,180.91000400000001,181.800003,176.729996,177.320007,177.320007,16488900,51878.02760575465
2019-03-08,171.565002,175.350006,171.565002,175.029999,175.029999,14674200,91839.57595343234
2019-03-11,177.830002,181.720001,177.580002,180.41000400000001,180.41000400000001,13764000,60492.68957487391
2019-03-12,182.03999299999998,182.179993,179.509995,180.630005,180.630005,8660000,45681.183861296835
2019-03-13,180.729996,182.53500400000001,179.259995,180.699997,180.699997,8868200,61756.34564225932
2019-03-14,179.059998,180.820007,178.009995,180.360001,180.360001,9272000,92062.92483404245
2019-03-15,180.66000400000001,181.449997,179.66000400000001,180.970001,180.970001,10844100,56097.17375659669
2019-03-18,181.929993,182.889999,180.759995,181.830002,181.830002,7847800,53981.415702668455
2019-03-19,181.630005,183.360001,180.850006,182.139999,182.139999,10238600,22593.308911930682
2019-03-20,180.940002,181.949997,178.429993,181.279999,181.279999,15901500,52984.943153533975
2019-03-21,178.949997,181.729996,178.520004,181.5,181.5,9754500,96408.41690442765
2019-03-22,179.770004,180.479996,175.335999,176.259995,176.259995,11688400,65581.44219157174
2019-03-25,174.330002,178.899994,174.100006,178.770004,178.770004,7511400,79820.24381789927
2019-03-26,179.699997,180.649994,177.095001,178.080002,178.080002,7897900,66103.84107194336
2019-03-27,177.699997,179.830002,176.912994,177.029999,177.029999,8371000,14865.808768253704
2019-03-28,177.470001,178.529999,175.970001,177.729996,177.729996,7146800,33031.412389905854
2019-03-29,180.729996,182.600006,179.0,182.449997,182.449997,13850900,99400.8400589417
2019-04-01,185.08999599999999,185.559998,180.889999,180.889999,180.889999,12714800,42121.3476323418
2019-04-02,181.46000700000002,183.563004,180.949997,181.740005,181.740005,8021500,13455.812544628385
2019-04-03,179.509995,180.699997,176.759995,178.320007,178.320007,26811600,57123.833898008044
2019-04-04,177.03999299999998,181.96000700000002,176.889999,181.070007,181.070007,16993200,24929.599062495432
2019-04-05,182.509995,185.5,182.0,185.350006,185.350006,18705000,56987.76586648731
2019-04-08,184.190002,187.820007,184.009995,186.5,186.5,14725600,99798.42390876959
2019-04-09,186.490005,187.889999,186.16000400000001,187.190002,187.190002,11578200,69820.47254582748
2019-04-10,186.690002,187.399994,184.0,186.190002,186.190002,10655000,73426.50439313937
2019-04-11,185.149994,186.059998,183.75,184.979996,184.979996,8900300,86295.18165591938
2019-04-12,187.71000700000002,189.78999299999998,187.139999,188.91000400000001,188.91000400000001,12600000,85233.7630022219
2019-04-15,188.059998,188.169998,182.559998,183.070007,183.070007,14616600,95776.31391436243
2019-04-16,185.550003,185.78999299999998,183.399994,185.779999,185.779999,12195900,73659.01741072777
2019-04-17,187.33999599999999,188.199997,185.779999,187.550003,187.550003,11614200,13457.769541506254
2019-04-18,186.41000400000001,187.279999,185.389999,186.940002,186.940002,7882500,45708.31622634985
2019-04-22,184.5,186.470001,183.610001,185.380005,185.380005,8677800,81752.10183644806
2019-04-23,186.0,188.149994,185.440002,187.28999299999998,187.28999299999998,11410600,56721.915162610465
2019-04-24,186.759995,186.899994,184.580002,185.669998,185.669998,9085300,66393.57421492646
